Kingdom	Phylum	Class	Order	Family	Genus	Species	Taxon
UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED	UNCLASSIFIED
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus_sp_YB14_2	SGB29722
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_stationis	SGB17128
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_salivarius	SGB7082
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter_corallicola	SGB34117
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Ruaniaceae	Ruania	Ruania_albidiflava	SGB34195
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_gallinarum	SGB7047
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Galbibacter	Galbibacter_marinus	SGB2722
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus_sediminis	SGB7806
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus_halodurans	SGB7805
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus_aerolatus	SGB24958
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_crispatus	SGB7045
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_johnsonii	SGB7041
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_faecale	SGB87943
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_massiliense	SGB34200
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_equorum	SGB7843
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_faecium	SGB16651
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus_saudimassiliensis	SGB7798
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Garicola	Garicola_koreensis	SGB87969
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	Dietzia_aerolata	SGB66231
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus_lentus	SGB7817
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_epidermidis	SGB16636_group
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_cecorum	SGB7961
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_reuteri	SGB7095
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Facklamia_tabacinasalis	SGB25051
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus_carnicancri	SGB29715
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_sp_P6_10_X1	SGB16655
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	SGB10068
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus_indicus	SGB7670
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_alactolyticus	SGB8017
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_agilis	SGB7081
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus_vaginalis	SGB7098
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_cupida	SGB11852
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Yaniella	Yaniella_halotolerans	SGB33387
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus_ingluviei	SGB7105
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecium	SGB7967
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_senegalense	SGB34832
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_sp_EE_P12	SGB34198
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter_sanguinis	SGB6847
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus_sp_LJ137	SGB29861
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus_halodenitrificans	SGB7674
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium	SGB4602
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Pseudoflavonifractor_sp_An176	SGB15161
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Ruaniaceae	Ruania	Ruania_sp_HY211	SGB87563
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aequorivita	Aequorivita_sinensis	SGB79035
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_paraconglomeratum	SGB16648
Bacteria	Actinobacteria	CFGB10515	OFGB10515	FGB10515	GGB48227	GGB48227_SGB66234	SGB66234
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_casei	SGB17127
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_sp_An66	SGB2306
Bacteria	Firmicutes	CFGB14246	OFGB14246	FGB14246	GGB38987	GGB38987_SGB66207	SGB66207
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_yomogidense	SGB16632
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium	SGB4605
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Aliicoccus	Aliicoccus_persicus	SGB29723
Bacteria	Firmicutes	CFGB9723	OFGB9723	FGB9723	GGB45509	GGB45509_SGB66191	SGB66191
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_arlettae	SGB7838
Bacteria	Firmicutes	CFGB3601	OFGB3601	FGB3601	GGB42674	GGB42674_SGB66070	SGB66070
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis	SGB1836_group
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium	SGB4877
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacillus	Mycolicibacillus_koreensis	SGB15759
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	GGB9580	GGB9580_SGB14996	SGB14996
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GGB9732	GGB9732_SGB15302	SGB15302
Bacteria	Firmicutes	CFGB41366	OFGB41366	FGB41366	GGB45537	GGB45537_SGB63217	SGB63217
Bacteria	Firmicutes	CFGB20102	OFGB20102	FGB20102	GGB42690	GGB42690_SGB59894	SGB59894
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_johnsonii	SGB1948
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium_sp_An122	SGB15312
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudoflavonifractor	Pseudoflavonifractor_SGB15156	SGB15156_group
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified_SGB14844	SGB14844
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter_woesei	SGB715
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	GGB33356	GGB33356_SGB54315	SGB54315
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Clostridium_spiroforme	SGB6747
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Phocaeicola	Phocaeicola_dorei	SGB1815
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_dispar	SGB2311
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_cohnii	SGB7841
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus_sp_Castelsardo	SGB30074
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_clarus	SGB1832
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcaceae_unclassified	Peptococcaceae_bacterium	SGB4053
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia_sp_An81	SGB4800
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium	SGB5792
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	Ruminococcaceae_bacterium	SGB14906
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	GGB9168	GGB9168_SGB14106	SGB14106
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_communis	SGB2290
Bacteria	Firmicutes	CFGB1677	OFGB1677	FGB1677	GGB4197	GGB4197_SGB5684	SGB5684
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium_SGB63299	SGB63299
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_unclassified	Erysipelotrichaceae_bacterium	SGB4029
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_bacterium	SGB14863
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_sp_An298	SGB4599
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina_luteola	SGB82718
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Drancourtella	Drancourtella_sp_An177	SGB4618
Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_bacterium	SGB17322
Bacteria	Firmicutes	CFGB9589	OFGB9589	FGB9589	GGB48173	GGB48173_SGB66176	SGB66176
Bacteria	Firmicutes	CFGB20074	OFGB20074	FGB20074	GGB48169	GGB48169_SGB66172	SGB66172
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_sp_An76	SGB4603
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	GGB3034	GGB3034_SGB4030	SGB4030
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	Rikenella_microfusus	SGB2284
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GGB9734	GGB9734_SGB15304	SGB15304
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus_qingdaonensis	SGB7800
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Drancourtella	Drancourtella_sp_An57	SGB4619
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia	Nesterenkonia_cremea	SGB87967
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_unclassified	Erysipelotrichaceae_bacterium	SGB4028
Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis_kunsanensis	SGB34307
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Massilistercora	Massilistercora_timonensis	SGB4628
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_eggerthii	SGB1829
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Luteimonas_sp_JM171	SGB12515
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Flaviflexus	Flaviflexus_sp_H23T48	SGB33736
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecalis	SGB7962
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Fundicoccus	Fundicoccus_ignavus	SGB82637
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_inops	SGB2286
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GGB3161	GGB3161_SGB4175	SGB4175
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paucisalibacillus	Paucisalibacillus_globulus	SGB30059
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_sp_An138	SGB4774
Bacteria	Firmicutes	CFGB1350	OFGB1350	FGB1350	GGB3297	GGB3297_SGB4356	SGB4356
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota	Massilimicrobiota_sp_An134	SGB6768
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium	SGB4597
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_alimentarium	SGB16653
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor_sp_An112	SGB15138
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_glutamicum	SGB17021
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_xerosis	SGB17082
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_sandarakinum	SGB16640
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	Ruminococcaceae_bacterium	SGB15278
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	Anaeromassilibacillus_sp_An250	SGB14894
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_onderdonkii	SGB2303
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_bacterium	SGB15400
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_phocaeense	SGB4622
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanimonas	Oceanimonas_smirnovii	SGB31060
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus_SGB14985	SGB14985_group
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_oris	SGB7093
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	GGB3532	GGB3532_SGB4720	SGB4720
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_coli	SGB19443
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Romboutsia_sp_CE17	SGB47274
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium_sp_An121	SGB15311
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus_sp_Do_184	SGB64159
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus_Arthromitus	Candidatus_Arthromitus_sp_SFB_turkey	SGB8528
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium	SGB4773
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus_halotolerans	SGB82747
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_bacterium	SGB15403
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GGB3678	GGB3678_SGB4991	SGB4991
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_nepalensis	SGB7839
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GGB9454	GGB9454_SGB14846	SGB14846
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium_sp_An15	SGB6746
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pontibaca	Pontibaca_methylaminivorans	SGB10760
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Romboutsia_ilealis	SGB24891
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter_sp_An232A	SGB14805
Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_ammonioxydans	SGB16502
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_cohnii	SGB7840
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	Gemmiger_sp_An50	SGB15282
Bacteria	Firmicutes	CFGB9572	OFGB9572	FGB9572	GGB45461	GGB45461_SGB63131	SGB63131
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_bacterium	SGB15382
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_huangheensis	SGB11851
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	Gemmiger_sp_An120	SGB15277
Bacteria	Firmicutes	Bacilli	Bacilli_unclassified	Bacilli_unclassified	Bacilli_unclassified	Bacilli_bacterium	SGB6550
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_fragilis	SGB1855_group
Bacteria	Cyanobacteria	Cyanobacteria_unclassified	Synechococcales	Prochloraceae	GGB33687	GGB33687_SGB54317	SGB54317
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Anaerotignum_lactatifermentans	SGB5193
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium	SGB4673
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_bacterium	SGB14955
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_jeotgali	SGB16633
Bacteria	Firmicutes	CFGB3606	OFGB3606	FGB3606	GGB42689	GGB42689_SGB59892	SGB59892
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	GGB9580	GGB9580_SGB14998	SGB14998
Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_pullorum	SGB17264
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter_defluvii	SGB12531
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_unclassified	Erysipelotrichaceae_bacterium	SGB4027
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Bhargavaea	Bhargavaea_ginsengi	SGB8334
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola_cucumis	SGB87508
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified_SGB15402	SGB15402
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_saerimneri	SGB7085
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_xylosus	SGB7847_group
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus_sp_UBA1409	SGB37624
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GGB9644	GGB9644_SGB15121	SGB15121
Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	GGB6613	GGB6613_SGB9347	SGB9347
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilimicrobiota	Massilimicrobiota_timonensis	SGB6767
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella_intestinihominis	SGB1965
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_bacterium	SGB14307
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	GGB1410	GGB1410_SGB1935	SGB1935
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	GGB2980	GGB2980_SGB3962	SGB3962
Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	GGB6608	GGB6608_SGB9342	SGB9342_group
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor_sp_An10	SGB15134
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_sp_S111	SGB34830
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_sp_An196	SGB7257
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_sp_Marseille_P3244	SGB29302
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_sp_An118	SGB4623
Bacteria	Firmicutes	CFGB40382	OFGB40382	FGB40382	GGB45491	GGB45491_SGB63163	SGB63163
Bacteria	Firmicutes	CFGB25373	OFGB25373	FGB25373	GGB45597	GGB45597_SGB72777	SGB72777
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila_wadsworthia	SGB15452
Bacteria	Firmicutes	CFGB14246	OFGB14246	FGB14246	GGB38987	GGB38987_SGB63305	SGB63305
Bacteria	Firmicutes	CFGB9736	OFGB9736	FGB9736	GGB45599	GGB45599_SGB63311	SGB63311
Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetales_unclassified	Actinomycetales_unclassified	Actinomycetales_bacterium_JB111	SGB16045
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GGB9695	GGB9695_SGB15211	SGB15211
Bacteria	Firmicutes	CFGB12541	OFGB12541	FGB12541	GGB35551	GGB35551_SGB53794	SGB53794
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_bacterium	SGB15389
Bacteria	Firmicutes	CFGB1302	OFGB1302	FGB1302	GGB3123	GGB3123_SGB4135	SGB4135
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massilicoli	Massilicoli_timonensis	SGB4026
Bacteria	Bacteroidetes	CFGB602	OFGB602	FGB602	GGB1420	GGB1420_SGB1957	SGB1957
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum_sp_DSM_109015	SGB63309
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	Tyzzerella_sp_An114	SGB5196
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus_halotolerans	SGB82765
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Negativibacillus	Negativibacillus_massiliensis	SGB14912
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_bacterium	SGB3991
Bacteria	Firmicutes	Bacilli	Bacilli_unclassified	Bacilli_unclassified	Bacilli_unclassified	Bacilli_bacterium	SGB6566
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacteriaceae_unclassified	Eubacteriaceae_bacterium_CHKCI004	SGB4682
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum	Anaerofilum_sp_An201	SGB15276
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Candidatus_Gallimonas	Candidatus_Gallimonas_merdigallinarum	SGB59507
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	GGB5975	GGB5975_SGB8592	SGB8592
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthellaceae_unclassified	Eggerthellaceae_bacterium	SGB14795
Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_eurihalina	SGB89008
Bacteria	Firmicutes	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_bacterium	SGB15401
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis	SGB1934
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	Anaeromassilibacillus_sp_An172	SGB4271
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GGB9623	GGB9623_SGB15076	SGB15076
Bacteria	Firmicutes	CFGB1434	OFGB1434	FGB1434	GGB3510	GGB3510_SGB4687	SGB4687
